8766,3
8770,6
8771,4
8772,6
8773,6
8774,4
8775,6
8776,4
8777,5
8800,6
8810,5
8811,6
8820,2
8821,3
8822,4
8830,7
8831,5
8832,5
8833,5
8840,2
8841,3
8842,4
8843,5
8844,4
8850,5
8851,6
8852,3
8853,5
8854,3
8855,6
8860,6
8861,5
8862,1
8863,7
8864,2
8865,5
8866,6
8870,3
8871,3
8872,7
8873,7
8874,7
8875,3
8876,3
8877,4
8880,6
8881,4
8882,6
8883,6
8884,4
8885,6
8886,4
8887,5
9000,4
9100,4
9110,4
9111,6
9200,3
9210,4
9211,3
9220,4
9221,6
9222,4
9300,3
9310,3
9311,6
9320,4
9321,3
9322,3
9330,4
9331,6
9332,4
9333,6
9400,7
9410,3
9411,5
9420,3
9421,6
9422,5
9430,4
9431,3
9432,3
9433,7
9440,4
9441,6
9442,4
9443,6
9444,6
9500,7
9510,7
9511,2
9520,3
9521,5
9522,6
9530,3
9531,6
9532,5
9533,1
9540,4
9541,3
9542,3
9543,7
9544,7
9550,4
9551,6
9552,4
9553,6
9554,6
9555,4
9600,7
9610,7
9611,7
9620,7
9621,2
9622,3
9630,3
9631,5
9632,6
9633,3
9640,3
9641,6
9642,5
9643,1
9644,7
9650,4
9651,3
9652,3
9653,7
9654,7
9655,7
9660,4
9661,6
9662,4
9663,6
9664,6
9665,4
9666,6
9700,3
9710,7
9711,2
9720,7
9721,7
9722,5
9730,7
9731,2
9732,3
9733,4
9740,3
9741,5
9742,6
9743,3
9744,5
9750,3
9751,6
9752,5
9753,1
9754,7
9755,2
9760,4
9761,3
9762,3
9763,7
9764,7
9765,7
9766,3
9770,4
9771,6
9772,4
9773,6
9774,6
9775,4
9776,6
9777,4
9800,3
9810,3
9811,5
9820,7
9821,2
9822,3
9830,7
9831,7
9832,5
9833,5
9840,7
9841,2
9842,3
9843,4
9844,5
9850,3
9851,5
9852,6
9853,3
9854,5
9855,3
9860,3
9861,6
9862,5
9863,1
9864,7
9865,2
9866,5
9870,4
9871,3
9872,3
9873,7
9874,7
9875,7
9876,3
9877,3
9880,4
9881,6
9882,4
9883,6
9884,6
9885,4
9886,6
9887,4
9888,5
9900,4
9910,3
9911,6
9920,3
9921,5
9922,6
9930,7
9931,2
9932,3
9933,4
9940,7
9941,7
9942,5
9943,5
9944,5
9950,7
9951,2
9952,3
9953,4
9954,5
9955,4
9960,3
9961,5
9962,6
9963,3
9964,5
9965,3
9966,6
9970,3
9971,6
9972,5
9973,1
9974,7
9975,2
9976,5
9977,6
9980,4
9981,3
9982,3
9983,7
9984,7
9985,7
9986,3
9987,3
9988,4
9990,4
9991,6
9992,4
9993,6
9994,6
9995,4
9996,6
9997,4
9998,5
